,OBJECTID,COD_VIA,DESIGNACAO,HIERARQUIA,EIXO,TIPOLOGIA,SITUACAO,IDTIPO,SE_ANNO_CAD_DATA,GlobalID,Shape__Length,geometry
33,138,66710,Rua José Duro,Local,,30+Bici,Executado,9196,,f53a5083-9e31-4fb5-9efa-940972a05d69,99.2897192164898,"LINESTRING (-9.141051176650629 38.7548862597801, -9.14138249778526 38.7555320464096)"
34,141,67176,Avenida do Colégio Militar,Local,,Pista Ciclável Bidirecional,Executado,9196,,7c957477-2d1f-4291-8f04-211a1f5c6e47,498.186143882618,"LINESTRING (-9.191215888689859 38.7506212990916, -9.191201427610411 38.7506841568492, -9.191199250992479 38.7506913258373, -9.191195736783101 38.7507006532971, -9.19119092720304 38.7507149968739, -9.191182970824579 38.7507325862116, -9.19117659817598 38.7507446045741, -9.191172766861291 38.7507526983148, -9.191167846788449 38.750759534523, -9.191160686317319 38.750769252194, -9.191153519557981 38.7507786125706, -9.191145005325721 38.7507894140276, -9.191137828684941 38.7507980591152, -9.19112838559465 38.7508077970976, -9.19112074182992 38.7508157311002, -9.191111293349749 38.7508251117874, -9.19110273599836 38.7508330548956, -9.191094620618079 38.7508399205202, -9.191083808495319 38.7508496711072, -9.191075691318421 38.7508565367303, -9.19106690669323 38.7508628236788, -9.19014357692174 38.751526490858, -9.189741497288759 38.7518941132346, -9.189719406817609 38.7519320102105, -9.18971085934769 38.7519487480643, -9.18969103622431 38.7519846708255, -9.18945506407052 38.7522483943547, -9.189495382257119 38.7522776196138, -9.189381827120361 38.7524068713785, -9.189272285656299 38.7523440277479, -9.189264036427049 38.7523392954707, -9.18925691009188 38.752337476819, -9.18925097132953 38.7523371741775, -9.189244181862639 38.7523411673648, -9.1892145347633 38.7523739675379, -9.189147396475599 38.7524443239283, -9.18912816174875 38.7524609061381, -9.18909924228479 38.7524811872893, -9.189075168333501 38.7524940173037, -9.189030798745 38.7525146963622, -9.188997220618001 38.7525285856133, -9.188973352380881 38.7525382154738, -9.18896136436342 38.7525428517615, -9.18895547770337 38.7525461226629, -9.18895052439288 38.7525508149946, -9.18894831094403 38.752555482106, -9.188948319028871 38.7525608203507, -9.18897590269798 38.7526087006047, -9.188893754460199 38.7526377778989, -9.18864981065658 38.7527356980836, -9.188619848248591 38.7527579358071, -9.188523665631131 38.7527988461107, -9.188422433583421 38.7528739637476, -9.188410192241079 38.7528830457284, -9.18839613181024 38.7528963142173, -9.188330097552001 38.7529586256418, -9.188329342068849 38.7529593388049)"
35,144,101289,Rua António Quadros,Complementar,,30+Bici,Executado,9196,,b6097207-df90-48f7-9550-ef7f4177f4d2,40.0827426210091,"LINESTRING (-9.175364007878811 38.7596610952606, -9.175355799972071 38.7599395286247, -9.17535571373381 38.7599417946923)"
36,150,66707,Avenida da Igreja,Local,,30+Bici,Executado,9196,,f87818ba-7e38-403c-8389-fb522aad6c08,80.9031137079738,"LINESTRING (-9.14622036666305 38.7523442470229, -9.14554934401046 38.7525619321347)"
37,151,66710,Rua José Duro,Local,,30+Bici,Executado,9196,,8064f88e-dc46-461c-a639-6a2be6a750dd,300.182078828353,"LINESTRING (-9.14067153513682 38.7541809528618, -9.14053660638452 38.7539266720951, -9.14040374285905 38.7536817819431, -9.140264123104309 38.7534244366, -9.140131154475981 38.7531793499718, -9.139989595258539 38.7529184250906, -9.139989420087071 38.7529181028359, -9.13985746296173 38.7526748765468, -9.139720177030121 38.7524218254994, -9.139620810783279 38.7522442575473)"
38,152,100629,Avenida General Correia Barreto,Complementar,,Pista Ciclável Bidirecional,Executado,9196,,c1f5f227-68cc-4adc-b21a-90f5ee35ac11,1469.24891391257,"LINESTRING (-9.189779737672101 38.7440297251881, -9.189782010409759 38.7440294848683, -9.189885414583779 38.7440185541713, -9.19030337104109 38.7439750871006, -9.19059961386224 38.7439430888065, -9.191029068755149 38.7438966888023, -9.191247698034079 38.743872864867, -9.19163509200877 38.7438311002693, -9.19213096743548 38.743778339053, -9.19230689350074 38.7437595835326, -9.19282373021629 38.743704483514, -9.19302606944585 38.7436815549379, -9.193191979295669 38.7436646757175, -9.1932717263367 38.7436553704597, -9.19384871963358 38.7435936436605, -9.194397897496 38.7435339535847, -9.194673603033101 38.7435024889851, -9.194864079111021 38.7434800220698, -9.19513520413849 38.7434475253942, -9.195364847661081 38.7434189810522, -9.195512026738941 38.7434011958334, -9.19566053981494 38.743380897389, -9.19576850383736 38.7433659715022, -9.195877376056551 38.7433506798743, -9.196013086343161 38.7433290670008, -9.19607364177647 38.7433185054378, -9.196140533027471 38.743304311715, -9.19616829635963 38.7432986960222, -9.196257493677461 38.7432803663699, -9.19635302321972 38.7432580465208, -9.196417590529069 38.7432410130578, -9.196447591564629 38.7432325169939, -9.1964798698294 38.7432236432793, -9.19653303751781 38.7432074295672, -9.19658802519298 38.7431908410041, -9.196622537567899 38.7431787288844, -9.19668522560168 38.7431581375054, -9.196727470674549 38.7431441686592, -9.196760625695051 38.7431327838057, -9.19681420211691 38.7431133484855, -9.19686413048038 38.7430943034221, -9.196902703240379 38.7430789367664, -9.196938091472679 38.7430643141981, -9.19697076319958 38.7430511468775, -9.19699753209672 38.7430401774949, -9.19704424449148 38.743019732512, -9.197093214352559 38.7429974791433, -9.197147167168531 38.742972676799, -9.19720745041232 38.7429438856378, -9.197308036571309 38.7428932761686, -9.197374163355979 38.742858353568, -9.19744703020028 38.742816219133, -9.197494114497569 38.7427900504526, -9.197571012980839 38.7427428747766, -9.19759679013792 38.7427265516533, -9.19762393093759 38.7427098599824, -9.19772243031016 38.7426417522076, -9.19777439066284 38.7426058864027, -9.197870081901851 38.7425331563051, -9.197923747256921 38.7424890521346, -9.19796434571788 38.7424565073634, -9.19798146042068 38.7424409787189, -9.198030146414141 38.7423997801151, -9.19807967772226 38.7423539256207, -9.198128294545439 38.742308080906, -9.198157520334879 38.7422781417992, -9.198190820882481 38.7422460208301, -9.19823310098964 38.7422038075601, -9.19832305918051 38.7421139704524, -9.19848543595632 38.741951972179, -9.19861403787406 38.7418210269028, -9.198797507092751 38.7416348844806, -9.198938743815001 38.741494171345, -9.19906476038136 38.7413736168193, -9.199139560400109 38.7413082263597, -9.199214397249801 38.7412453386266, -9.19928751562235 38.7411896165763, -9.199384583080381 38.7411175878074, -9.199444666898181 38.7410755693572, -9.199516108116081 38.7410298723639, -9.199584433976581 38.7409895663009, -9.19964823861628 38.7409521609929, -9.19970439050805 38.7409219760827, -9.199792782037081 38.7408804136545, -9.200003539379139 38.7407798181566, -9.200088273866619 38.7407379312342, -9.200145031222901 38.7407177504465, -9.20017064668323 38.7406907037539, -9.20025152649983 38.7406045229635, -9.200465610303411 38.7403598253422, -9.200518570480989 38.7402992812403, -9.20059541596366 38.7402181427582, -9.20064174837106 38.7401723162914, -9.200695387674971 38.7401267812777, -9.20073145683026 38.7400967788958, -9.20078876934541 38.7400526409894, -9.20086697936898 38.7400018753214, -9.20111782043735 38.7398820224614)"
39,158,102181,Rua Prof. Oliveira Marques,Local,,30+Bici,Executado,9196,,55821a15-da70-4673-968d-d9da597f0afb,216.822743891621,"LINESTRING (-9.156749328767081 38.7537132728808, -9.157456197792779 38.7550789904881, -9.157460505214569 38.7550873667524, -9.15747834755275 38.7551217936996)"
40,159,62,Avenida de Berlim,Principal,Circular Exterior,Pista Ciclável Bidirecional,Executado,9196,,a1b9287c-39fd-48be-be4a-a60c3d50d377,652.473091809393,"LINESTRING (-9.10993037224058 38.7677927959809, -9.10992413613589 38.767791587778, -9.10991846147823 38.7677906345233, -9.109913166807971 38.7677908215321, -9.10990714989218 38.7677915870775, -9.10990277869 38.7677924814979, -9.109897332204429 38.7677949588392, -9.10988862213944 38.7677991787942, -9.10984561619353 38.7678191284966, -9.10972901576798 38.7678976111868, -9.10963942319143 38.7679579329687, -9.109622252793081 38.7679693201667, -9.10961385624014 38.7679743756954, -9.109600281797871 38.7679818588298, -9.109593548924821 38.7679850281653, -9.109586200705801 38.7679883908125, -9.10958116654693 38.7679905564666, -9.109577178027079 38.7679921211726, -9.10956991424969 38.7679947799121, -9.109557091697321 38.7679989031992, -9.10954479376109 38.7680022182183, -9.109511192277891 38.7680083348589, -9.109493428093121 38.7680099394876, -9.10948471802813 38.768010332415, -9.109477764169529 38.7680105761561, -9.1094699227754 38.768010850715, -9.109462452385509 38.7680111119662, -9.109454408870461 38.7680112191282, -9.109434609103269 38.768010906047, -9.109368518251181 38.7680063618168, -9.10934391968377 38.7680044693214, -9.10933210953273 38.7680028941096, -9.1093275577692 38.7680021341696, -9.10931594524752 38.7679997955158, -9.109311946846169 38.7679988541708, -9.1093082871097 38.7679985270815, -9.109301011654241 38.7679983617858, -9.10929552743943 38.7679986615594, -9.10928993093521 38.7679993500579, -9.109283577151199 38.7680006205934, -9.1092552712366 38.7680168713992, -9.10925299670228 38.7680187638944, -9.1091560370421 38.7680171431565, -9.109125311964441 38.7680154292647, -9.10910368322733 38.7680140928913, -9.109055990770591 38.7680113129825, -9.10901468713215 38.7680088062317, -9.108997713464859 38.7680076974899, -9.10896909852978 38.7680055073222, -9.108889802443031 38.7679980480041, -9.108721004509571 38.7679801435363, -9.10859329731384 38.7679668771513, -9.108486750832929 38.7679558191438, -9.108399348349041 38.7679467930123, -9.108344862832119 38.7679411190231, -9.108278289584719 38.7679341871041, -9.108143432697631 38.767920136956, -9.10794260443442 38.7678991415749, -9.10773852067657 38.7678778303043, -9.10753602603849 38.7678566696148, -9.107462816037801 38.7678489336204, -9.10736690201658 38.7678387959294, -9.10724279526851 38.7678257228306, -9.1071941245464 38.7678206350726, -9.107055986113609 38.7678062550103, -9.10693641316276 38.7677938073693, -9.10687505104233 38.7677874070453, -9.106844694273949 38.7677842468064, -9.10683289490267 38.7677830182915, -9.106810278018781 38.767780663521, -9.10673870474851 38.7677668003516, -9.106574342695909 38.7677503036457, -9.106570009222979 38.7677502679248, -9.106565066692291 38.7677494512492, -9.106562680766899 38.7677486128609, -9.106560286756659 38.7677472029397, -9.106557339384221 38.7677453685712, -9.1065540228042 38.7677432512379, -9.106539108973861 38.7677306067713, -9.106534371259031 38.7677278919894, -9.106526061842651 38.767723803707, -9.10652295187516 38.7677224729314, -9.106517703018961 38.7677204718651, -9.106513498005111 38.7677190136152, -9.106509017208451 38.7677176604265, -9.106504588514101 38.7677164907447, -9.106495657463549 38.767714614351, -9.10648889135285 38.7677135994594, -9.10647863798218 38.7677125327376, -9.106422569633709 38.767706696235, -9.106328728924179 38.7676969269387, -9.106152644755459 38.7676785958464, -9.105932625782829 38.7676556910798, -9.105745981917931 38.7676362603348, -9.10573682449192 38.7676363681978, -9.105723725258439 38.7676367919453, -9.10571215585589 38.7676374286171, -9.105694520130241 38.7676388777633, -9.10551702201326 38.7676193069319, -9.10543680245839 38.7676104621639, -9.105249991506829 38.767582615986, -9.10520890076913 38.7675764902037, -9.105193957294381 38.767574262901, -9.105144013659521 38.7675668182464, -9.105094194890491 38.7675587810444, -9.10507493680741 38.7675560067211, -9.10503665330498 38.7675513461939, -9.10501051053355 38.7675488079085, -9.104974122476349 38.7675456133388, -9.10495514017609 38.7675435247164, -9.104926574648349 38.7675393866943, -9.1049013158192 38.7675354013613, -9.1048907606146 38.767533651737, -9.10487958826744 38.7675309999845, -9.104866673188599 38.7675273907713, -9.10485826495753 38.7675252692291, -9.104849846844999 38.7675223723327, -9.104834908760131 38.7675174274368, -9.10481961853567 38.7675118003409, -9.104806455521841 38.7675066320134, -9.104786992622889 38.767498462427, -9.104777883705889 38.7674942592641, -9.104770328874361 38.7674905197727, -9.10476362295076 38.7674869967079, -9.104749840997661 38.7674792270537, -9.10473271012521 38.7674685583989, -9.104725233447111 38.7674634986319, -9.104719845352021 38.7674614842506, -9.104716417380891 38.7674601786849, -9.1047120210259 38.7674592618472, -9.10470739739714 38.7674594908815, -9.104702990262339 38.7674601212512, -9.104698672060801 38.7674624907408, -9.104632591988469 38.7675068946673, -9.10448950743169 38.7674935329385, -9.1044303910995 38.7674857927022, -9.10428033022623 38.7674678551866)"
41,160,67028,Rua Dr. Nicolau Bettencourt,Principal,Benfica - Braço de Prata,Pista Ciclável Bidirecional,Executado,9196,,4963c35e-d0b7-4d71-87d4-4c5a0787a952,253.376919432433,"LINESTRING (-9.154840985506731 38.7359705217017, -9.154888554894301 38.7359988356814, -9.15509543600591 38.7361219730185, -9.155141217746049 38.7361492225475, -9.15518697433334 38.7361764972919, -9.155401329428139 38.7363044209176, -9.15542858991755 38.7363237935499, -9.155451272164671 38.736346474408, -9.15578131679333 38.7367412469696, -9.15580083519481 38.7367695668949, -9.155813967858959 38.7368000444108, -9.155834779129149 38.7368664347087, -9.155845435000559 38.7368917037261, -9.15586099646071 38.7369153737509, -9.15589855412442 38.7369607762759, -9.155942841067921 38.7370133631477, -9.15597434139168 38.7370510402918, -9.15604131349105 38.7371311453236, -9.15606130674078 38.7371592691875, -9.15607597932191 38.7371893220531, -9.156085034059309 38.7372206952344, -9.15608828756038 38.7372527533048, -9.15608567392945 38.7372848469669, -9.156077246102409 38.7373163262034, -9.15607197389002 38.7373307866842, -9.156068019506129 38.7373416350208, -9.156067086259309 38.737345330661, -9.156066955087599 38.7373490959236, -9.156067629654689 38.737352825643, -9.156069091119591 38.7373564156463, -9.156071298662861 38.737359765663, -9.15607419062672 38.7373627821254, -9.156077686237181 38.7373653807824, -9.156081687860111 38.7373674890522, -9.156086083728191 38.7373690480497)"
42,162,5968,Passeio dos Heróis do Mar,Principal,Marginal,Pista Ciclável Bidirecional,Executado,9196,,4d157146-7fac-42f8-8d68-527bcef629af,65.4530635119247,"LINESTRING (-9.09824550923295 38.7902327714291, -9.09825758708196 38.7905468718922, -9.09824822394174 38.7906907378669)"
43,168,,Troço da Frente Ribeirinha,Local,,Percurso Ciclopedonal,Executado,9196,,19fda90f-6374-4316-ad05-713cbde49e04,128.397382778646,"LINESTRING (-9.17460812946617 38.7009779501036, -9.174639075529379 38.7009722280273, -9.17463101674295 38.7009437893998, -9.174619954888559 38.7009073509238, -9.17460835314664 38.7008718427412, -9.17459830459188 38.7008376581506, -9.174597927299461 38.7008227416028, -9.1746006087706 38.7008079708734, -9.174614197585891 38.7007714776451, -9.174625195659919 38.7007557576629, -9.17463856887955 38.7007412119616, -9.17463781070146 38.7007288563858, -9.17463502772069 38.7007166809816, -9.17463026125982 38.7007048890583, -9.17461550014305 38.7006642531783, -9.17461390725742 38.7006573777546, -9.174613826275021 38.700650391137, -9.174615259525909 38.7006434943485, -9.174618165771779 38.7006368858275, -9.174622461392451 38.7006307557183, -9.174628022791831 38.7006252804, -9.17463468995415 38.7006206174118, -9.17492316144976 38.7005676406026, -9.17501780345653 38.7005503515873, -9.175030068147681 38.7005454369814, -9.175041282740951 38.7005391783777, -9.17505120719904 38.7005317097351, -9.17505962909868 38.7005231909121, -9.17506636817742 38.7005138042454, -9.17507315819091 38.7005002074289, -9.17508271876178 38.7004876661856, -9.175094789974681 38.7004765214646, -9.175205109379799 38.7004248218954)"
44,173,5968,Passeio dos Heróis do Mar,Principal,Marginal,Pista Ciclável Bidirecional,Executado,9196,,853aa8bf-460a-406f-a309-9912fae09190,61.4468077205469,"LINESTRING (-9.09821757162762 38.7911617323769, -9.09819743139896 38.7914712110929, -9.098181076670871 38.7915908933033)"
45,180,,Quinta da Bela Vista - Quinta da Montanha (Olaias),Local,,Pista Ciclável Bidirecional,Executado,9196,,63557abd-95ab-4bd0-b2c6-1f82322bea69,141.884533145497,"LINESTRING (-9.12534461809973 38.7433029594646, -9.12538054082963 38.7432421600193, -9.125381952082931 38.7432399137403, -9.12538382057873 38.7432366164885, -9.125385508513141 38.743233260382, -9.125386771544431 38.7432304031371, -9.12538828430738 38.7432263793122, -9.12538935869244 38.7432228676613, -9.12539022287174 38.743219320277, -9.125390875048639 38.7432157476693, -9.125391361037201 38.7432116691929, -9.125391546988469 38.7432085597137, -9.12539157573457 38.7432049604807, -9.12539141673275 38.7432013591457, -9.125391083457799 38.743197760613, -9.12539058938439 38.743194168386, -9.125389691967429 38.7431893430166, -9.125389169147921 38.7431870119574, -9.12538825017139 38.7431834603675, -9.12538717039641 38.7431799410073, -9.125385914551631 38.7431764657878, -9.12538446197583 38.7431730473207, -9.12538192243853 38.7431681329674, -9.125380895664151 38.7431664275873, -9.125378775640071 38.7431632389327, -9.12537646786812 38.7431601231454, -9.1253740091792 38.7431570683146, -9.12537143191263 38.7431540681342, -9.12536911695414 38.7431514862414, -9.12536605908892 38.7431481945906, -9.125363269819969 38.7431453282339, -9.1253603916178 38.743142520031, -9.12535740202452 38.7431397853962, -9.125353757559431 38.7431367060417, -9.125351022189371 38.7431345802711, -9.125347613981191 38.7431321329023, -9.12534406473749 38.7431298074464, -9.12534037984819 38.7431276144132, -9.12533656739814 38.7431255671151, -9.12533263098056 38.7431236788644, -9.125327604008239 38.7431215832213, -9.12532441229402 38.74312042785, -9.12532014799136 38.7431190692903, -9.12531580104371 38.7431178746826, -9.12531138492578 38.7431168307146, -9.125306915807251 38.7431159233732, -9.125301266302399 38.7431149606805, -9.12529787785715 38.7431144702257, -9.12529332878858 38.7431139083046, -9.1252887635503 38.7431134605895, -9.125284182142339 38.7431131305834, -9.125279587259691 38.7431129196879, -9.125274978902279 38.7431128342086, -9.1252713721664 38.7431128538268, -9.125265732543051 38.7431130458048, -9.12526111250755 38.7431133561927, -9.125256513133269 38.7431138123156, -9.12525194699669 38.7431144190783, -9.12524743116575 38.7431151855891, -9.12524297552195 38.7431161174532, -9.125238596234929 38.7431172230784, -9.125235544657921 38.7431181157061, -9.12523011613867 38.7431199696252, -9.12522601532938 38.7431215895271, -9.125221995368509 38.7431233481577, -9.12521805176438 38.7431252237968, -9.125214174635641 38.7431271961254, -9.125209160239709 38.7431299076393, -9.12520659285464 38.743131351678, -9.125202863947891 38.7431334914617, -9.12519915210911 38.7431356431564, -9.12519543937208 38.7431377822393, -9.125191705973741 38.7431398862897, -9.125187932151229 38.7431419321861, -9.12518409903992 38.7431438961065, -9.12517861931669 38.7431464555788, -9.125176180390669 38.7431474890367, -9.12517207508983 38.7431490928231, -9.12516788714397 38.7431505774992, -9.125163628231229 38.7431519549758, -9.12515931182628 38.7431532357628, -9.12515495050557 38.7431544310706, -9.12515008702661 38.7431556684173, -9.12514614701578 38.7431566100899, -9.12514171921975 38.7431576050119, -9.125137273457421 38.7431585375761, -9.1251328115254 38.7431594056806, -9.125128330728741 38.7431602114273, -9.12512383196581 38.7431609520135, -9.125119314338241 38.74316162814, -9.1251147787444 38.7431622391062, -9.12511153223296 38.7431626335717, -9.125105650064461 38.7431632564489, -9.125101063266611 38.7431636488125, -9.12509646838396 38.7431639486904, -9.12509186900969 38.7431641434708, -9.12508726873712 38.7431642226442, -9.125082674752759 38.7431641742994, -9.12507994746754 38.7431640790111, -9.125073517326751 38.7431636607235, -9.125068957478391 38.7431632158112, -9.125064409308081 38.7431626686042, -9.12505987191757 38.7431620387205, -9.125055347103491 38.7431613443771, -9.125051909250899 38.7431607845584, -9.125046331611321 38.7431598281721, -9.125041844526461 38.7431590098137, -9.12503737810289 38.7431581396073, -9.125032934137151 38.7431572105464, -9.125028518019221 38.7431562128217, -9.12502413244402 38.7431551387263, -9.125019003063731 38.7431537619504, -9.12501546729478 38.7431527270913, -9.12501119670392 38.7431513797426, -9.125006975520391 38.7431499392076, -9.125002806439159 38.7431484054861, -9.12499869574841 38.7431467799795, -9.124992986954791 38.743144324904, -9.124990669301379 38.7431432592162, -9.124986757138281 38.7431413702653, -9.124982903365741 38.7431394077461, -9.12497910169545 38.7431373814678, -9.124975342246 38.7431353005388, -9.12497206698845 38.7431334319065, -9.12496793204321 38.7431310097611, -9.124964283984831 38.7431288034156, -9.12496068623212 38.7431265501265, -9.124957147768219 38.7431242456899, -9.12495367667797 38.7431218845007, -9.124950284639461 38.7431194609535, -9.12494780888253 38.7431176105377, -9.124943763768799 38.7431144134731, -9.124940634038341 38.7431117895398, -9.12493758515626 38.7431091053506, -9.124934609037741 38.7431063623067, -9.124931701191169 38.7431035660133, -9.12492885263341 38.7431007185724, -9.1249246979252 38.7430963801484, -9.1249233163163 38.7430948891654, -9.124920633048539 38.7430919107025, -9.124918037815689 38.7430888845954, -9.12491555936383 38.74308580664, -9.124913227337331 38.7430826740338, -9.12491106778741 38.7430794811716, -9.124909112155031 38.7430762224481, -9.124907386491371 38.7430728957613, -9.124905684183901 38.743068864921, -9.1249047265798 38.7430660230839, -9.124903689923981 38.7430625079218, -9.124902646979921 38.7430589962628, -9.124901548340331 38.7430558342281, -9.124899925084611 38.7430521495081, -9.124898160793411 38.7430488368333, -9.12489619797452 38.743045578809, -9.124894098611669 38.743042360021, -9.124891919298809 38.7430391629531, -9.12488910936859 38.7430350711543, -9.124887561571359 38.7430327730206, -9.124885428072551 38.7430295710477, -9.1248832784041 38.7430263851895, -9.124881068548509 38.7430232322619, -9.124878756284939 38.7430201304815, -9.12487705846906 38.7430180026055, -9.12487367182044 38.7430141448229, -9.124870886144739 38.7430112742568, -9.1248679576369 38.7430084849662, -9.12486489707676 38.7430057797536, -9.124861722430509 38.7430031572177, -9.12485893136493 38.7430009866014, -9.124855077592381 38.7429981629785, -9.12485162985833 38.7429957828675, -9.12484810666577 38.7429934707196, -9.124844516997911 38.7429912195282, -9.1248408671429 38.7429890215862, -9.124837391561069 38.7429870002082, -9.12483341471931 38.7429847616283, -9.12482960855745 38.7429827143261, -9.12482574131014 38.7429807461974, -9.12482180489256 38.7429788789623, -9.124817789423229 38.7429771315386, -9.1248135601549 38.7429754773014, -9.12480949617653 38.7429740717953, -9.124805223789069 38.7429727601765, -9.1248008822313 38.7429715732735, -9.12479648767293 38.7429704900669, -9.124792049995399 38.742969491639, -9.12478758357183 38.7429685604736, -9.124784690996609 38.7429679845384, -9.12477861299538 38.7429668312665, -9.12477411423245 38.7429660353268, -9.124769604689719 38.7429652968405, -9.12476508526553 38.7429646256166, -9.124760551468279 38.7429640321651, -9.124756004196341 38.7429635262949, -9.124751440754681 38.742963116414, -9.124748363126519 38.7429628992121, -9.124742265362361 38.7429626210536, -9.12473765880158 38.7429625411793, -9.124733049545871 38.7429625713073, -9.124728441188459 38.7429627107369, -9.124723840915889 38.7429629587675, -9.124719254118039 38.742963313297, -9.12471361898629 38.74296389764, -9.12471014340445 38.7429643383496, -9.124705623081921 38.7429649927579, -9.12470112162403 38.7429657172312, -9.124696630047611 38.7429664935527, -9.12469227052353 38.742967278282, -9.124687659471199 38.7429681176621, -9.12468316789478 38.7429689114998, -9.124678665538561 38.7429696471835, -9.12467414341944 38.7429702896806, -9.124669602435681 38.7429708032579, -9.124665019231079 38.7429711598893, -9.1246604234501 38.7429713567723, -9.124655818685939 38.7429713946074, -9.12465233501927 38.7429713196378, -9.12464663071723 38.74297100995, -9.124642060987361 38.7429705965658, -9.12463751191876 38.7429700451534, -9.124632429250889 38.74296926673, -9.124628494629929 38.7429685485625, -9.12462404168109 38.742967607588, -9.12461963903788 38.7429665313878, -9.12461529927673 38.742965315758, -9.12461103317745 38.7429639557941, -9.124606321513779 38.7429622420013, -9.124602765083569 38.7429607853474, -9.124598781055299 38.7429589790685, -9.124593344451201 38.7429562107954, -9.12459113729054 38.7429549832544, -9.12458747485914 38.7429528182419, -9.12458390136092 38.7429505551381, -9.12457877018403 38.7429470714996, -9.124576958282081 38.7429457808998, -9.124573596786311 38.7429432753704, -9.12457036913947 38.7429406724504, -9.124567328342261 38.7429379567255, -9.12456452829351 38.7429351099786, -9.12456245588014 38.7429326710108, -9.12455981303658 38.742928977176, -9.124557763081111 38.7429257548795, -9.12455572210877 38.7429225143659, -9.124554266838039 38.7429203388426, -9.12455123502393 38.7429161818764, -9.12454905301612 38.7429130177335, -9.124547988512489 38.7429111995423, -9.1245459843711 38.7429063223055, -9.1245450851575 38.7429027938232, -9.124544450946919 38.7428991910716, -9.12454396046677 38.7428955532872, -9.124543696362061 38.7428934716504, -9.124542982201429 38.7428883029413, -9.12454243153414 38.7428847071955, -9.124541846730899 38.7428811289658, -9.124541233181549 38.7428775647489, -9.12454059627604 38.7428740110417, -9.124539941404191 38.7428704657421, -9.124539274854239 38.7428669260475, -9.124538603812709 38.7428633884547)"
